eeschema (2013-dec-23)-stable  >> Creation date: mié 25 mar 2015 16:03:58 ART
#Cmp ( order = Reference )
| BT1        BK-913      BK-913-datasheet.pdf; BK-913-ND   ; BK-913-datasheet.pdf; Soporte batería CR2032; MPD (Memory Protection Devices); BK-913      ; ../PCB/EDU-NXP/Datasheets; BK-913-ND   ; ~           ;             ;             
| 10k          R65       ; SM0805      ; AOA0000CE1.pdf; RES 10K OHM 1/8W 5% 0805 SMD; Panasonic Electronic Components; ERJ-6GEYJ103V; ..PCB/EDU-NXP/Datasheets; P10KACT-ND  ; 0805        ;             ;             
| 10k          R66       ; SM0805      ; AOA0000CE1.pdf; RES 10K OHM 1/8W 5% 0805 SMD; Panasonic Electronic Components; ERJ-6GEYJ103V; ..PCB/EDU-NXP/Datasheets; P10KACT-ND  ; 0805        ;             ;             
| 10k          R70       ; SM0805      ; AOA0000CE1.pdf; RES 10K OHM 1/8W 5% 0805 SMD; Panasonic Electronic Components; ERJ-6GEYJ103V; ..PCB/EDU-NXP/Datasheets; P10KACT-ND  ; 0805        ;             ;             
| 10k          R71       ; SM0805      ; AOA0000CE1.pdf; RES 10K OHM 1/8W 5% 0805 SMD; Panasonic Electronic Components; ERJ-6GEYJ103V; ..PCB/EDU-NXP/Datasheets; P10KACT-ND  ; 0805        ;             ;             
| 10k          R74       ; SM0805      ; AOA0000CE1.pdf; RES 10K OHM 1/8W 5% 0805 SMD; Panasonic Electronic Components; ERJ-6GEYJ103V; ..PCB/EDU-NXP/Datasheets; P10KACT-ND  ; 0805        ;             ;             
| 10k          R82       ; SM0805      ; AOA0000CE1.pdf; RES 10K OHM 1/8W 5% 0805 SMD; Panasonic Electronic Components; ERJ-6GEYJ103V; ..PCB/EDU-NXP/Datasheets; P10KACT-ND  ; 0805        ;             ;             
| 10k          R83       ; SM0805      ; AOA0000CE1.pdf; RES 10K OHM 1/8W 5% 0805 SMD; Panasonic Electronic Components; ERJ-6GEYJ103V; ..PCB/EDU-NXP/Datasheets; P10KACT-ND  ; 0805        ;             ;             
| 10K          R93       ; SM0805      ; AOA0000CE1.pdf; RES 10K OHM 1/8W 5% 0805 SMD; Panasonic Electronic Components; ERJ-6GEYJ103V; ..PCB/EDU-NXP/Datasheets; P10KACT-ND  ; 0805        ;             ;             
| 10K          R94       ; SM0805      ; AOA0000CE1.pdf; RES 10K OHM 1/8W 5% 0805 SMD; Panasonic Electronic Components; ERJ-6GEYJ103V; ..PCB/EDU-NXP/Datasheets; P10KACT-ND  ; 0805        ;             ;             
| 10K          R99       ; SM0805      ; AOA0000CE1.pdf; RES 10K OHM 1/8W 5% 0805 SMD; Panasonic Electronic Components; ERJ-6GEYJ103V; ..PCB/EDU-NXP/Datasheets; P10KACT-ND  ; 0805        ;             ;             
| 10K          R100      ; SM0805      ; AOA0000CE1.pdf; RES 10K OHM 1/8W 5% 0805 SMD; Panasonic Electronic Components; ERJ-6GEYJ103V; ..PCB/EDU-NXP/Datasheets; P10KACT-ND  ; 0805        ;             ;             
| 10K          R102      ; SM0805      ; AOA0000CE1.pdf; RES 10K OHM 1/8W 5% 0805 SMD; Panasonic Electronic Components; ERJ-6GEYJ103V; ..PCB/EDU-NXP/Datasheets; P10KACT-ND  ; 0805        ;             ;             
| 10k          R106      ; SM0805      ; AOA0000CE1.pdf; RES 10K OHM 1/8W 5% 0805 SMD; Panasonic Electronic Components; ERJ-6GEYJ103V; ..PCB/EDU-NXP/Datasheets; P10KACT-ND  ; 0805        ;             ;             
| 12K          R92       ; SM0805      ; RC0805 Pb Free.pdf; RES 12K OHM 1/8W 1% 0805 SMD; Yageo       ; RC0805FR-0712KL; ..PCB/EDU-NXP/Datasheets; 311-12.0KCRCT-ND; 0805        ;             ;             
| 12K 1%       R103      ; SM0805      ; RC0805 Pb Free.pdf; RES 12K OHM 1/8W 1% 0805 SMD; Yageo       ; RC0805FR-0712KL; ..PCB/EDU-NXP/Datasheets; 311-12.0KCRCT-ND; 0805        ;             ;             
| 15K          R96       ; SM0805      ; RR Series Resistor Specifications.pdf; RES 15.0K OHM 1/10W .5% 0805 SMD; Susumu      ; RR1220P-153-D; ..PCB/EDU-NXP/Datasheets; RR12P15.0KDCT-ND; 0805        ;             ;             
| 15K          R98       ; SM0805      ; RR Series Resistor Specifications.pdf; RES 15.0K OHM 1/10W .5% 0805 SMD; Susumu      ; RR1220P-153-D; ..PCB/EDU-NXP/Datasheets; RR12P15.0KDCT-ND; 0805        ;             ;             
| 100K         R4        ; SM0805      ; AOA0000CE1.pdf; RES 100K OHM 1/8W 5% 0805 SMD; Panasonic Electronic Components; ERJ-6GEYJ104V; ..PCB/EDU-NXP/Datasheets; P100KACT-ND ; 0805        ;             ;             
| 100K         R5        ; SM0805      ; AOA0000CE1.pdf; RES 100K OHM 1/8W 5% 0805 SMD; Panasonic Electronic Components; ERJ-6GEYJ104V; ..PCB/EDU-NXP/Datasheets; P100KACT-ND ; 0805        ;             ;             
| 100K         R90       ; SM0805      ; AOA0000CE1.pdf; RES 100K OHM 1/8W 5% 0805 SMD; Panasonic Electronic Components; ERJ-6GEYJ104V; ..PCB/EDU-NXP/Datasheets; P100KACT-ND ; 0805        ;             ;             
| 330k         R10       ; SM0805      ; SEI-RMCF_RMCP.pdf; RES 330K OHM 1/8W 5% 0805; Stackpole Electronics Inc; RMCF0805JT330K; ..PCB/EDU-NXP/Datasheets; RMCF0805JT330KCT-ND; 0805        ;             ;             
| 330k         R12       ; SM0805      ; SEI-RMCF_RMCP.pdf; RES 330K OHM 1/8W 5% 0805; Stackpole Electronics Inc; RMCF0805JT330K; ..PCB/EDU-NXP/Datasheets; RMCF0805JT330KCT-ND; 0805        ;             ;             
| 330k         R13       ; SM0805      ; SEI-RMCF_RMCP.pdf; RES 330K OHM 1/8W 5% 0805; Stackpole Electronics Inc; RMCF0805JT330K; ..PCB/EDU-NXP/Datasheets; RMCF0805JT330KCT-ND; 0805        ;             ;             
| 330k         R14       ; SM0805      ; SEI-RMCF_RMCP.pdf; RES 330K OHM 1/8W 5% 0805; Stackpole Electronics Inc; RMCF0805JT330K; ..PCB/EDU-NXP/Datasheets; RMCF0805JT330KCT-ND; 0805        ;             ;             
| 330k         R18       ; SM0805      ; SEI-RMCF_RMCP.pdf; RES 330K OHM 1/8W 5% 0805; Stackpole Electronics Inc; RMCF0805JT330K; ..PCB/EDU-NXP/Datasheets; RMCF0805JT330KCT-ND; 0805        ;             ;             
| 330k         R19       ; SM0805      ; SEI-RMCF_RMCP.pdf; RES 330K OHM 1/8W 5% 0805; Stackpole Electronics Inc; RMCF0805JT330K; ..PCB/EDU-NXP/Datasheets; RMCF0805JT330KCT-ND; 0805        ;             ;             
| 10M          R91       ; SM0805      ; SEI-RMCF_RMCP.pdf; RES 10M OHM 1/8W 5% 0805; Stackpole Electronics Inc; RMCF0805JT10M0; ..PCB/EDU-NXP/Datasheets; RMCF0805JT10M0CT-ND; 0805        ;             ;             
| TEC_1        SW1       ; PUSH_SWITCH_THT; ENG_CD_1825910_C7_baseFilename.pdf; SWITCH TACTILE SPST-NO 0.05A 24V; TE Connectivity; 1825910-7   ; ../PCN/EDU-NXP/Datasheets; 450-1804-ND ; ~           ;             ;             
| TEC_2        SW2       ; PUSH_SWITCH_THT; ENG_CD_1825910_C7_baseFilename.pdf; SWITCH TACTILE SPST-NO 0.05A 24V; TE Connectivity; 1825910-7   ; ../PCN/EDU-NXP/Datasheets; 450-1804-ND ; ~           ;             ;             
| TEC_3        SW3       ; PUSH_SWITCH_THT; ENG_CD_1825910_C7_baseFilename.pdf; SWITCH TACTILE SPST-NO 0.05A 24V; TE Connectivity; 1825910-7   ; ../PCN/EDU-NXP/Datasheets; 450-1804-ND ; ~           ;             ;             
| TEC_4        SW4       ; PUSH_SWITCH_THT; ENG_CD_1825910_C7_baseFilename.pdf; SWITCH TACTILE SPST-NO 0.05A 24V; TE Connectivity; 1825910-7   ; ../PCN/EDU-NXP/Datasheets; 450-1804-ND ; ~           ;             ;             
| RESET        SW5       ; PUSH_SWITCH_THT; ENG_CD_1825910_C7_baseFilename.pdf; SWITCH TACTILE SPST-NO 0.05A 24V; TE Connectivity; 1825910-7   ; ../PCN/EDU-NXP/Datasheets; 450-1804-ND ; ~           ;             ;             
| MF-MSMF030-2 TH1       ; MF-MSMF     ; mfmsmf.pdf  ; PTC RESETTABLE .30A 30V 1812; Bourns Inc. ; MF-MSMF030-2; ../PCB/EDU-NXP/Datasheets; MF-MSMF030-2CT-ND; 1812        ;             ;             
| MF-MSMF110-2 TH2       ; MF-MSMF     ; mfmsmf.pdf  ; PTC RESETTABLE .30A 30V 1812; Bourns Inc. ; MF-MSMF030-2; ../PCB/EDU-NXP/Datasheets; MF-MSMF030-2CT-ND; 1812        ;             ;             
| MF-MSMF030-2 TH3       ; MF-MSMF     ; mfmsmf.pdf  ; PTC RESETTABLE .30A 30V 1812; Bourns Inc. ; MF-MSMF030-2; ../PCB/EDU-NXP/Datasheets; MF-MSMF030-2CT-ND; 1812        ;             ;             
| MF-MSMF110-2 TH4       ; MF-MSMF     ; mfmsmf.pdf  ; PTC RESETTABLE .30A 30V 1812; Bourns Inc. ; MF-MSMF030-2; ../PCB/EDU-NXP/Datasheets; MF-MSMF030-2CT-ND; 1812        ;             ;             
| DLW21HN900SQ2 TR1       ; SRF2012     ; L0114S0133DLW21H.pdf; CHOKE COMMON MODE 90 OHM 0805; Murata Electronics North America; DLW21HN900SQ2L; ../PCB/EDU-NXP/Datasheets; 490-1064-2-ND; 0805        ;             ;             
| DLW21HN900SQ2 TR2       ; SRF2012     ; L0114S0133DLW21H.pdf; CHOKE COMMON MODE 90 OHM 0805; Murata Electronics North America; DLW21HN900SQ2L; ../PCB/EDU-NXP/Datasheets; 490-1064-2-ND; 0805        ;             ;             
| SN65HVD1176DR U1        ; -SOIC8      ; sn65hvd1176.pdf; IC RS485 PROFIBUS TXRX 8-SOIC; Texas Instruments; SN65HVD1176DR; ../PCB/EDU-NXP/Datasheets; 296-26337-1-ND; 8-SOIC (0.154", 3.90mm Width);             ;             
| 93C46        U5        ; -SOIC8      ; AT93C46D.pdf; IC EEPROM 1KBIT 2MHZ 8SOIC; Atmel       ; AT93C46DN-SH-T; ../PCB/EDU-NXP/Datasheets; AT93C46DN-SH-TCT-ND; 8-SOIC      ;             ;             
| MIC2025      U9        ; -SOIC8      ; mic2025.pdf ; IC SW DISTRIBUTION 1CHAN 8SOIC; Micrel Inc  ; MIC2025-2YM ; ../PCB/EDU-NXP/Datasheets; 576-1058-ND ; 8-SOIC      ;             ;             
| LPC4337JBD144 U4        ; LQFP144-M05 ; LPC435X_3X_2X_1X.pdf; IC MCU ARM 1MB FLASH 144LQFP; NXP Semiconductors; LPC4337JBD144E; ../PCB/EDU-NXP/Datasheets; 568-10159-ND; 144-LQFP    ;             ;             
| FT2232H      U6        ; LQFP64-M05  ; DS_FT2232H.pdf; IC USB HS DUAL UART/FIFO 64-LQFP; FTDI, Future Technology Devices International Ltd; FT2232HL-REEL; ../PCB/EDU-NXP/Datasheets; 768-1024-1-ND; 64-LQFP     ;             ;             
| PRTR5V0U2X   U2        ; sot143B     ; PRTR5V0U2X.pdf; TVS DIODE 5.5VWM SOT143B; NXP Semiconductors; PRTR5V0U2X,215; ../PCB/EDU-NXP/Datasheets; 568-4140-1-ND; SOT-143B    ;             ;             
| PRTR5V0U2X   U8        ; sot143B     ; PRTR5V0U2X.pdf; TVS DIODE 5.5VWM SOT143B; NXP Semiconductors; PRTR5V0U2X,215; ../PCB/EDU-NXP/Datasheets; 568-4140-1-ND; SOT-143B    ;             ;             
| NCP1117ST33T3G U3        ; SOT223      ; NCP1117-D.PDF; IC REG LDO 3.3V 1A SOT223; ON Semicinductor; NCP1117ST33T3G; ../PCB/EDU-NXP/Datasheets; NCP1117ST33T3GOSCT-ND; SOT-223     ;             ;             
| TXB0108      U7        ; tssop-20    ; txb0108.pdf ; IC 8-BIT TRNSTR 15KV ESD 20TSSOP; Texas Instruments; TXB0108PWR  ; ../PCB/EDU-NXP/Datasheets; 296-21527-1-ND; 20-TSSOP    ;             ;             
| 32.768K      X1        ; 4SOJ        ; abs25.pdf   ; CRYSTAL 32.768KHZ 12.5PF SMD; Abracon Corporation; ABS25-32.768KHZ-T; ../PCB/EDU-NXP/Datasheets; 535-9166-1-ND; 4-SOJ, 5.50mm pitch;             ;             
| 12MHz        X2        ; FA238V-XTAL ; 7s.pdf      ; CRYSTAL 12MHZ 12PF SMD; TXC CORPORATION; 7S-12.000MAHE-T; ../PCB/EDU-NXP/Datasheets; 887-1831-1-ND; ~           ;             ;             
| 12MHz        X3        ; FA238V-XTAL ; 7s.pdf      ; CRYSTAL 12MHZ 12PF SMD; TXC CORPORATION; 7S-12.000MAHE-T; ../PCB/EDU-NXP/Datasheets; 887-1831-1-ND; ~           ;             ;             
| SMAZ5V6      ZA1       ; SOD123F     ; MMSZ2V4T1-D.PDF; DIODE ZENER 5.6V 500MW SOD123; ON Semiconductor; MMSZ5V6T1G  ; ../PCB/EDU-NXP/Datasheets; MMSZ5V6T1GOSCT-ND; SOD-123     ;             ;             
#Fin Componentes

#Fin de Lista
