.HEADER
..NAMES
Time,V U2.K3
.DATA
3.87607e-008,1.2193
3.88066e-008,1.2215
3.88526e-008,1.2228
3.88985e-008,1.2233
3.89444e-008,1.2234
3.89903e-008,1.2238
3.90363e-008,1.2245
3.90822e-008,1.2247
3.91281e-008,1.2238
3.91740e-008,1.2218
3.92199e-008,1.2196
3.92659e-008,1.2184
3.93118e-008,1.2195
3.93577e-008,1.2227
3.94036e-008,1.2265
3.94496e-008,1.2286
3.94955e-008,1.2278
3.95414e-008,1.2243
3.95873e-008,1.2204
3.96333e-008,1.2182
3.96792e-008,1.2189
3.97251e-008,1.2218
3.97710e-008,1.2252
3.98170e-008,1.2271
3.98629e-008,1.2267
3.99088e-008,1.2247
3.99547e-008,1.2223
4.00007e-008,1.2209
4.00466e-008,1.2210
4.00925e-008,1.2224
4.01384e-008,1.2241
4.01844e-008,1.2212
4.02303e-008,1.1826
4.02762e-008,1.0919
4.03221e-008,0.9776
4.03681e-008,0.8230
4.04140e-008,0.6567
4.04599e-008,0.5141
4.05058e-008,0.4056
4.05518e-008,0.3457
4.05977e-008,0.3212
4.06436e-008,0.3240
4.06895e-008,0.3412
4.07355e-008,0.3458
4.07814e-008,0.3342
4.08273e-008,0.3131
4.08732e-008,0.2899
4.09192e-008,0.2742
4.09651e-008,0.2661
4.10110e-008,0.2653
4.10569e-008,0.2700
4.11029e-008,0.2751
4.11488e-008,0.2782
4.11947e-008,0.2788
4.12407e-008,0.2745
4.12866e-008,0.2655
4.13325e-008,0.2528
4.13784e-008,0.2418
4.14244e-008,0.2351
4.14703e-008,0.2337
4.15162e-008,0.2371
4.15621e-008,0.2442
4.16081e-008,0.2526
4.16540e-008,0.2581
4.16999e-008,0.2592
4.17458e-008,0.2552
4.17918e-008,0.2494
4.18377e-008,0.2456
4.18836e-008,0.2454
4.19295e-008,0.2508
4.19755e-008,0.2592
4.20214e-008,0.2653
4.20673e-008,0.2664
4.21132e-008,0.2621
4.21592e-008,0.2554
4.22051e-008,0.2493
4.22510e-008,0.2455
4.22969e-008,0.2456
4.23429e-008,0.2486
4.23888e-008,0.2524
4.24347e-008,0.2557
4.24806e-008,0.2573
4.25266e-008,0.2571
4.25725e-008,0.2557
4.26184e-008,0.2537
4.26643e-008,0.2522
4.27103e-008,0.2516
4.27562e-008,0.2514
4.28021e-008,0.2515
4.28480e-008,0.2518
4.28940e-008,0.2527
4.29399e-008,0.2541
4.29858e-008,0.2555
4.30317e-008,0.2560
4.30777e-008,0.2549
4.31236e-008,0.2524
4.31695e-008,0.2500
4.32154e-008,0.2490
4.32613e-008,0.2498
4.33073e-008,0.2518
4.33532e-008,0.2538
4.33991e-008,0.2549
4.34450e-008,0.2548
4.34910e-008,0.2536
4.35369e-008,0.2518
4.35828e-008,0.2504
4.36287e-008,0.2500
4.36747e-008,0.2508
4.37206e-008,0.2522
4.37665e-008,0.2533
4.38124e-008,0.2537
4.38584e-008,0.2531
4.39043e-008,0.2520
4.39502e-008,0.2512
4.39961e-008,0.2511
4.40421e-008,0.2514
4.40880e-008,0.2518
4.41339e-008,0.2518
4.41798e-008,0.2517
4.42258e-008,0.2516
4.42717e-008,0.2517
4.43176e-008,0.2519
4.43635e-008,0.2522
4.44095e-008,0.2521
4.44554e-008,0.2518
4.45013e-008,0.2514
4.45472e-008,0.2510
4.45932e-008,0.2508
4.46391e-008,0.2510
4.46850e-008,0.2515
4.47309e-008,0.2520
4.47769e-008,0.2523
4.48228e-008,0.2521
4.48687e-008,0.2515
4.49146e-008,0.2509
4.49606e-008,0.2505
4.50065e-008,0.2507
4.50524e-008,0.2512
4.50983e-008,0.2518
4.51443e-008,0.2520
4.51902e-008,0.2517
4.52361e-008,0.2513
4.52821e-008,0.2510
4.53280e-008,0.2509
4.53739e-008,0.2510
4.54198e-008,0.2512
4.54658e-008,0.2513
4.55117e-008,0.2514
4.55576e-008,0.2513
4.56035e-008,0.2512
4.56495e-008,0.2510
4.56954e-008,0.2510
4.57413e-008,0.2511
4.57872e-008,0.2512
4.58332e-008,0.2512
4.58791e-008,0.2511
4.59250e-008,0.2509
4.59709e-008,0.2508
4.60169e-008,0.2509
4.60628e-008,0.2510
4.61087e-008,0.2512
4.61546e-008,0.2513
4.62006e-008,0.2511
4.62465e-008,0.2509
4.62924e-008,0.2507
4.63383e-008,0.2507
4.63843e-008,0.2508
4.64302e-008,0.2510
4.64761e-008,0.2511
4.65220e-008,0.2511
4.65680e-008,0.2510
4.66139e-008,0.2509
4.66598e-008,0.2507
4.67057e-008,0.2507
4.67517e-008,0.2508
4.67976e-008,0.2509
4.68435e-008,0.2510
4.68894e-008,0.2510
4.69354e-008,0.2509
4.69813e-008,0.2507
4.70272e-008,0.2507
4.70731e-008,0.2507
4.71190e-008,0.2508
4.71650e-008,0.2509
4.72109e-008,0.2508
4.72568e-008,0.2508
4.73027e-008,0.2507
4.73487e-008,0.2507
4.73946e-008,0.2507
4.74405e-008,0.2507
4.74864e-008,0.2508
4.75324e-008,0.2508
4.75783e-008,0.2507
4.76242e-008,0.2507
4.76701e-008,0.2513
4.77161e-008,0.2710
4.77620e-008,0.3526
4.78079e-008,0.4698
4.78538e-008,0.6291
4.78998e-008,0.8217
4.79457e-008,0.9820
4.79916e-008,1.0950
4.80375e-008,1.1523
4.80835e-008,1.1566
4.81294e-008,1.1428
4.81753e-008,1.1198
4.82212e-008,1.1142
4.82672e-008,1.1346
4.83131e-008,1.1633
4.83590e-008,1.1936
4.84049e-008,1.2134
4.84509e-008,1.2179
4.84968e-008,1.2134
4.85427e-008,1.2050
4.85886e-008,1.1989
4.86346e-008,1.1995
4.86805e-008,1.2017
4.87264e-008,1.2055
4.87723e-008,1.2112
4.88183e-008,1.2204
4.88642e-008,1.2320
4.89101e-008,1.2420
