.HEADER
..NAMES
Time,V U1.H24&G25
.DATA
2.40974e-008,0.7968
2.41398e-008,0.8509
2.41823e-008,0.8803
2.42247e-008,0.9095
2.42671e-008,0.9299
2.43095e-008,0.9282
2.43519e-008,0.9151
2.43944e-008,0.8907
2.44368e-008,0.8954
2.44792e-008,0.8786
2.45217e-008,0.8603
2.45641e-008,0.8809
2.46065e-008,0.8977
2.46489e-008,0.9481
2.46913e-008,1.0144
2.47338e-008,1.0333
2.47762e-008,0.9523
2.48186e-008,0.5050
2.48611e-008,0.0872
2.49035e-008,-0.2848
2.49459e-008,-0.5595
2.49883e-008,-0.7137
2.50308e-008,-0.7894
2.50732e-008,-0.8467
2.51156e-008,-0.8745
2.51580e-008,-0.9049
2.52004e-008,-0.9275
2.52429e-008,-0.9274
2.52853e-008,-0.9164
2.53277e-008,-0.8905
2.53702e-008,-0.8941
2.54126e-008,-0.8801
2.54550e-008,-0.8590
2.54974e-008,-0.8775
2.55398e-008,-0.8946
2.55823e-008,-0.9399
2.56247e-008,-1.0087
2.56671e-008,-1.0314
2.57096e-008,-0.9758
2.57520e-008,-0.5548
2.57944e-008,-0.1180
2.58368e-008,0.2514
2.58793e-008,0.5389
2.59217e-008,0.7072
2.59641e-008,0.7849
2.60065e-008,0.8452
2.60489e-008,0.8728
2.60914e-008,0.9040
2.61338e-008,0.9278
2.61762e-008,0.9292
2.62187e-008,0.9199
2.62611e-008,0.8930
2.63035e-008,0.8947
2.63459e-008,0.8841
2.63883e-008,0.8603
2.64308e-008,0.8758
2.64732e-008,0.8943
2.65156e-008,0.9340
2.65580e-008,1.0047
2.66005e-008,1.0326
2.66429e-008,0.9945
2.66853e-008,0.6061
2.67278e-008,0.1542
2.67702e-008,-0.2117
2.68126e-008,-0.5134
2.68550e-008,-0.6952
2.68974e-008,-0.7761
2.69399e-008,-0.8401
2.69823e-008,-0.8673
2.70247e-008,-0.8998
2.70672e-008,-0.9251
2.71096e-008,-0.9280
2.71520e-008,-0.9203
2.71944e-008,-0.8938
2.72368e-008,-0.8930
2.72793e-008,-0.8854
2.73217e-008,-0.8602
2.73641e-008,-0.8724
2.74065e-008,-0.8918
2.74490e-008,-0.9265
2.74914e-008,-0.9980
2.75338e-008,-1.0304
2.75763e-008,-1.0040
2.76187e-008,-0.6532
2.76611e-008,-0.1871
2.77035e-008,0.1762
2.77459e-008,0.4913
2.77884e-008,0.6864
2.78308e-008,0.7705
2.78732e-008,0.8373
2.79157e-008,0.8659
2.79581e-008,0.8992
2.80005e-008,0.9246
2.80429e-008,0.9295
2.80854e-008,0.9232
2.81278e-008,0.8972
2.81702e-008,0.8932
2.82126e-008,0.8889
2.82550e-008,0.8626
2.82975e-008,0.8706
2.83399e-008,0.8916
2.83823e-008,0.9216
2.84248e-008,0.9928
2.84672e-008,1.0309
2.85096e-008,1.0113
2.85520e-008,0.7010
2.85944e-008,0.2263
2.86369e-008,-0.1350
2.86793e-008,-0.4645
2.87217e-008,-0.6721
2.87642e-008,-0.7602
2.88066e-008,-0.8304
2.88490e-008,-0.8610
2.88914e-008,-0.8949
2.89339e-008,-0.9213
2.89763e-008,-0.9284
2.90187e-008,-0.9261
2.90611e-008,-0.9018
2.91035e-008,-0.8935
2.91460e-008,-0.8897
2.91884e-008,-0.8610
2.92308e-008,-0.8651
2.92733e-008,-0.8890
2.93157e-008,-0.9153
2.93581e-008,-0.9858
2.94005e-008,-1.0285
2.94429e-008,-1.0149
2.94854e-008,-0.7428
2.95278e-008,-0.2614
2.95702e-008,0.1003
2.96127e-008,0.4422
2.96551e-008,0.6612
2.96975e-008,0.7545
2.97399e-008,0.8261
2.97824e-008,0.8591
2.98248e-008,0.8933
2.98672e-008,0.9205
2.99096e-008,0.9311
2.99521e-008,0.9312
2.99945e-008,0.9068
3.00369e-008,0.8911
3.00793e-008,0.8905
3.01218e-008,0.8635
3.01642e-008,0.8634
3.02066e-008,0.8900
3.02490e-008,0.9122
3.02914e-008,0.9788
3.03339e-008,1.0273
3.03763e-008,1.0199
3.04187e-008,0.7863
3.04612e-008,0.3052
3.05036e-008,-0.0587
3.05460e-008,-0.4138
3.05884e-008,-0.6433
3.06309e-008,-0.7443
3.06733e-008,-0.8170
3.07157e-008,-0.8539
3.07581e-008,-0.8883
3.08005e-008,-0.9177
3.08430e-008,-0.9297
3.08854e-008,-0.9256
3.09278e-008,-0.9050
3.09702e-008,-0.8887
3.10127e-008,-0.8918
3.10551e-008,-0.8684
3.10975e-008,-0.8635
3.11400e-008,-0.8868
3.11824e-008,-0.9063
3.12248e-008,-0.9709
3.12672e-008,-1.0238
3.13096e-008,-1.0249
3.13521e-008,-0.8303
3.13945e-008,-0.3501
3.14369e-008,0.0223
3.14793e-008,0.3873
3.15218e-008,0.6276
3.15642e-008,0.7385
3.16066e-008,0.8116
3.16491e-008,0.8557
3.16915e-008,0.8881
3.17339e-008,0.9156
3.17763e-008,0.9302
3.18188e-008,0.9268
3.18612e-008,0.9087
3.19036e-008,0.8903
3.19460e-008,0.8947
3.19884e-008,0.8721
3.20309e-008,0.8623
3.20733e-008,0.8855
