.HEADER
..NAMES
Time,V U1.K23
.DATA
4.31886e-008,0.2158
4.32311e-008,0.2177
4.32735e-008,0.2164
4.33159e-008,0.2146
4.33584e-008,0.2146
4.34008e-008,0.2159
4.34432e-008,0.2156
4.34856e-008,0.2145
4.35281e-008,0.2146
4.35705e-008,0.2150
4.36129e-008,0.2154
4.36553e-008,0.2155
4.36977e-008,0.2146
4.37402e-008,0.2138
4.37826e-008,0.2140
4.38250e-008,0.2150
4.38675e-008,0.2162
4.39099e-008,0.2162
4.39523e-008,0.2151
4.39947e-008,0.2142
4.40372e-008,0.2143
4.40796e-008,0.2150
4.41220e-008,0.2153
4.41644e-008,0.2149
4.42068e-008,0.2147
4.42493e-008,0.2149
4.42917e-008,0.2151
4.43341e-008,0.2151
4.43765e-008,0.2149
4.44190e-008,0.2147
4.44614e-008,0.2692
4.45038e-008,0.4436
4.45463e-008,0.6211
4.45887e-008,0.8257
4.46311e-008,0.9600
4.46735e-008,1.0483
4.47160e-008,1.1084
4.47584e-008,1.1569
4.48008e-008,1.1832
4.48432e-008,1.1968
4.48856e-008,1.1979
4.49281e-008,1.1994
4.49705e-008,1.2128
4.50129e-008,1.2114
4.50554e-008,1.1950
4.50978e-008,1.1747
4.51402e-008,1.1656
4.51826e-008,1.1873
