.HEADER
..NAMES
Time,V U1.H24&G25
.DATA
1.97297e-008,0.2942
1.97721e-008,0.2935
1.98146e-008,0.3090
1.98570e-008,0.3071
1.98994e-008,0.2907
1.99418e-008,0.2736
1.99843e-008,0.2380
2.00267e-008,0.2155
2.00691e-008,0.2209
2.01115e-008,0.3479
2.01539e-008,0.5591
2.01964e-008,0.7349
2.02388e-008,0.9183
2.02812e-008,1.0301
2.03237e-008,1.0841
2.03661e-008,1.1306
2.04085e-008,1.1530
2.04509e-008,1.1758
2.04933e-008,1.1938
2.05358e-008,1.2003
2.05782e-008,1.1988
2.06206e-008,1.1906
2.06630e-008,1.1864
2.07055e-008,1.1839
2.07479e-008,1.1733
2.07903e-008,1.1760
2.08328e-008,1.1817
2.08752e-008,1.1900
2.09176e-008,1.2244
2.09600e-008,1.2444
2.10024e-008,1.2388
2.10449e-008,1.1009
2.10873e-008,0.8339
2.11297e-008,0.6464
2.11722e-008,0.4845
2.12146e-008,0.3753
2.12570e-008,0.3320
2.12994e-008,0.3047
2.13419e-008,0.2929
2.13843e-008,0.2818
2.14267e-008,0.2736
2.14691e-008,0.2708
2.15115e-008,0.2736
2.15540e-008,0.2871
2.15964e-008,0.2952
2.16388e-008,0.2922
2.16813e-008,0.3061
2.17237e-008,0.3098
2.17661e-008,0.2933
2.18085e-008,0.2786
2.18509e-008,0.2451
2.18934e-008,0.2178
2.19358e-008,0.2178
2.19782e-008,0.3099
2.20207e-008,0.5213
2.20631e-008,0.6958
2.21055e-008,0.8897
2.21479e-008,1.0138
2.21904e-008,1.0745
2.22328e-008,1.1219
2.22752e-008,1.1494
2.23176e-008,1.1717
2.23600e-008,1.1905
2.24025e-008,1.2002
2.24449e-008,1.1993
2.24873e-008,1.1930
2.25298e-008,1.1860
2.25722e-008,1.1855
2.26146e-008,1.1750
2.26570e-008,1.1742
2.26994e-008,1.1815
2.27419e-008,1.1860
2.27843e-008,1.2174
2.28267e-008,1.2427
2.28692e-008,1.2440
2.29116e-008,1.1471
2.29540e-008,0.8828
2.29964e-008,0.6830
2.30389e-008,0.5097
2.30813e-008,0.3923
2.31237e-008,0.3377
2.31661e-008,0.3098
2.32085e-008,0.2936
2.32510e-008,0.2840
2.32934e-008,0.2754
2.33358e-008,0.2703
2.33783e-008,0.2727
2.34207e-008,0.2833
2.34631e-008,0.2956
2.35055e-008,0.2917
2.35479e-008,0.3026
2.35904e-008,0.3115
2.36328e-008,0.2964
2.36752e-008,0.2825
2.37177e-008,0.2525
2.37601e-008,0.2210
2.38025e-008,0.2147
2.38449e-008,0.2725
2.38874e-008,0.4805
2.39298e-008,0.6616
2.39722e-008,0.8580
2.40146e-008,0.9943
2.40570e-008,1.0660
2.40995e-008,1.1129
2.41419e-008,1.1463
2.41843e-008,1.1672
2.42268e-008,1.1868
2.42692e-008,1.1997
2.43116e-008,1.1997
2.43540e-008,1.1951
2.43964e-008,1.1859
2.44389e-008,1.1865
2.44813e-008,1.1771
2.45237e-008,1.1729
2.45662e-008,1.1808
2.46086e-008,1.1835
2.46510e-008,1.2099
2.46934e-008,1.2400
2.47359e-008,1.2459
2.47783e-008,1.1880
2.48207e-008,0.9360
2.48631e-008,0.7161
2.49055e-008,0.5377
2.49480e-008,0.4127
2.49904e-008,0.3438
2.50328e-008,0.3143
2.50753e-008,0.2948
2.51177e-008,0.2867
2.51601e-008,0.2772
2.52025e-008,0.2702
2.52449e-008,0.2719
2.52874e-008,0.2799
2.53298e-008,0.2950
2.53722e-008,0.2920
2.54146e-008,0.2992
2.54571e-008,0.3120
2.54995e-008,0.2998
2.55419e-008,0.2856
2.55844e-008,0.2598
2.56268e-008,0.2254
2.56692e-008,0.2137
2.57116e-008,0.2416
2.57540e-008,0.4370
2.57965e-008,0.6296
2.58389e-008,0.8212
2.58813e-008,0.9717
2.59238e-008,1.0567
2.59662e-008,1.1045
2.60086e-008,1.1429
2.60510e-008,1.1625
2.60935e-008,1.1832
2.61359e-008,1.1986
2.61783e-008,1.2000
2.62207e-008,1.1968
2.62631e-008,1.1866
2.63056e-008,1.1869
2.63480e-008,1.1794
2.63904e-008,1.1721
2.64329e-008,1.1796
2.64753e-008,1.1822
2.65177e-008,1.2026
2.65601e-008,1.2362
2.66025e-008,1.2458
2.66450e-008,1.2142
2.66874e-008,0.9922
2.67298e-008,0.7495
2.67723e-008,0.5701
2.68147e-008,0.4346
2.68571e-008,0.3512
2.68995e-008,0.3190
2.69420e-008,0.2967
2.69844e-008,0.2894
2.70268e-008,0.2788
2.70692e-008,0.2708
2.71116e-008,0.2714
2.71541e-008,0.2771
2.71965e-008,0.2934
2.72389e-008,0.2929
2.72814e-008,0.2961
2.73238e-008,0.3112
2.73662e-008,0.3034
2.74086e-008,0.2880
2.74510e-008,0.2668
2.74935e-008,0.2308
2.75359e-008,0.2141
2.75783e-008,0.2260
2.76208e-008,0.3927
2.76632e-008,0.5968
2.77056e-008,0.7807
2.77480e-008,0.9474
2.77905e-008,1.0453
2.78329e-008,1.0954
2.78753e-008,1.1382
2.79177e-008,1.1578
2.79601e-008,1.1797
2.80026e-008,1.1967
2.80450e-008,1.2001
2.80874e-008,1.1980
2.81299e-008,1.1881
2.81723e-008,1.1868
2.82147e-008,1.1817
2.82571e-008,1.1722
2.82995e-008,1.1780
2.83420e-008,1.1818
2.83844e-008,1.1959
2.84268e-008,1.2312
2.84693e-008,1.2453
2.85117e-008,1.2298
2.85541e-008,1.0461
2.85965e-008,0.7862
2.86390e-008,0.6047
2.86814e-008,0.4576
2.87238e-008,0.3607
2.87662e-008,0.3248
2.88086e-008,0.2996
2.88511e-008,0.2915
2.88935e-008,0.2800
2.89359e-008,0.2720
2.89784e-008,0.2711
2.90208e-008,0.2751
2.90632e-008,0.2908
2.91056e-008,0.2940
2.91480e-008,0.2937
2.91905e-008,0.3093
2.92329e-008,0.3067
2.92753e-008,0.2904
2.93178e-008,0.2730
2.93602e-008,0.2372
2.94026e-008,0.2153
2.94450e-008,0.2211
2.94875e-008,0.3516
2.95299e-008,0.5628
2.95723e-008,0.7392
2.96147e-008,0.9212
2.96571e-008,1.0317
2.96996e-008,1.0852
2.97420e-008,1.1314
2.97844e-008,1.1534
2.98269e-008,1.1761
2.98693e-008,1.1941
2.99117e-008,1.2002
2.99541e-008,1.1987
2.99965e-008,1.1903
3.00390e-008,1.1864
3.00814e-008,1.1837
3.01238e-008,1.1731
3.01663e-008,1.1761
3.02087e-008,1.1817
3.02511e-008,1.1904
3.02935e-008,1.2251
3.03360e-008,1.2445
3.03784e-008,1.2381
3.04208e-008,1.0955
3.04632e-008,0.8287
3.05056e-008,0.6420
3.05481e-008,0.4816
3.05905e-008,0.3735
3.06329e-008,0.3313
3.06753e-008,0.3040
3.07178e-008,0.2927
3.07602e-008,0.2816
3.08026e-008,0.2734
3.08451e-008,0.2707
3.08875e-008,0.2737
3.09299e-008,0.2874
3.09723e-008,0.2950
3.10147e-008,0.2922
3.10572e-008,0.3064
3.10996e-008,0.3095
3.11420e-008,0.2929
3.11844e-008,0.2781
3.12269e-008,0.2442
3.12693e-008,0.2174
3.13117e-008,0.2182
3.13542e-008,0.3134
3.13966e-008,0.5254
3.14390e-008,0.6995
3.14814e-008,0.8929
3.15239e-008,1.0157
3.15663e-008,1.0754
3.16087e-008,1.1228
3.16511e-008,1.1497
3.16935e-008,1.1721
3.17360e-008,1.1908
3.17784e-008,1.2002
3.18208e-008,1.1992
3.18633e-008,1.1927
3.19057e-008,1.1859
3.19481e-008,1.1853
3.19905e-008,1.1747
3.20330e-008,1.1743
3.20754e-008,1.1815
3.21178e-008,1.1863
3.21602e-008,1.2181
3.22026e-008,1.2429
3.22451e-008,1.2437
3.22875e-008,1.1421
3.23299e-008,0.8769
3.23723e-008,0.6790
3.24148e-008,0.5066
3.24572e-008,0.3901
3.24996e-008,0.3371
3.25421e-008,0.3092
3.25845e-008,0.2935
