.HEADER
..NAMES
Time,V U1.Y25
.DATA
3.92855e-008,1.2040
3.93280e-008,1.2280
3.93704e-008,1.2460
3.94128e-008,1.2452
3.94553e-008,1.2183
3.94977e-008,1.1796
3.95401e-008,1.1304
3.95825e-008,1.1148
3.96250e-008,1.1360
3.96674e-008,1.1808
3.97098e-008,1.2317
3.97522e-008,1.2745
3.97946e-008,1.2661
3.98371e-008,1.0436
3.98795e-008,0.7890
3.99219e-008,0.5934
3.99644e-008,0.4422
4.00068e-008,0.3533
4.00492e-008,0.3161
4.00916e-008,0.3075
4.01341e-008,0.2896
4.01765e-008,0.2809
4.02189e-008,0.2665
4.02613e-008,0.2411
4.03037e-008,0.2231
4.03462e-008,0.2277
4.03886e-008,0.2605
4.04310e-008,0.3027
4.04734e-008,0.3528
4.05159e-008,0.3663
4.05583e-008,0.3348
4.06007e-008,0.2843
4.06432e-008,0.2313
4.06856e-008,0.1887
4.07280e-008,0.1734
4.07704e-008,0.3322
4.08128e-008,0.5611
4.08553e-008,0.7695
4.08977e-008,0.9540
4.09401e-008,1.0647
4.09825e-008,1.1239
4.10250e-008,1.1452
4.10674e-008,1.1685
4.11098e-008,1.1836
4.11523e-008,1.1996
4.11947e-008,1.2238
4.12371e-008,1.2437
4.12795e-008,1.2479
4.13220e-008,1.2243
4.13644e-008,1.1880
4.14068e-008,1.1387
4.14492e-008,1.1143
4.14916e-008,1.1303
4.15341e-008,1.1706
4.15765e-008,1.2225
4.16189e-008,1.2669
4.16614e-008,1.2761
4.17038e-008,1.0987
4.17462e-008,0.8287
4.17886e-008,0.6323
4.18311e-008,0.4662
4.18735e-008,0.3662
4.19159e-008,0.3215
4.19583e-008,0.3099
4.20007e-008,0.2935
4.20432e-008,0.2816
4.20856e-008,0.2705
4.21280e-008,0.2461
4.21704e-008,0.2250
4.22129e-008,0.2241
4.22553e-008,0.2532
4.22977e-008,0.2935
4.23402e-008,0.3441
4.23826e-008,0.3681
4.24250e-008,0.3428
4.24674e-008,0.2953
4.25098e-008,0.2409
4.25523e-008,0.1961
4.25947e-008,0.1709
4.26371e-008,0.1852
4.26795e-008,0.2068
4.27220e-008,0.2165
4.27644e-008,0.2217
4.28068e-008,0.2227
4.28493e-008,0.2186
4.28917e-008,0.2125
4.29341e-008,0.2115
4.29765e-008,0.2120
4.30190e-008,0.2155
4.30614e-008,0.2231
4.31038e-008,0.2300
4.31462e-008,0.2301
4.31886e-008,0.2228
4.32311e-008,0.2130
4.32735e-008,0.2026
4.33159e-008,0.1988
4.33584e-008,0.2036
4.34008e-008,0.2124
4.34432e-008,0.2199
4.34856e-008,0.2244
4.35281e-008,0.2247
4.35705e-008,0.2200
4.36129e-008,0.2164
