.HEADER
..NAMES
Time,V U1.L24&L25
.DATA
2.94875e-008,1.0743
2.95299e-008,0.8698
2.95723e-008,0.6796
2.96147e-008,0.5159
2.96571e-008,0.3859
2.96996e-008,0.3162
2.97420e-008,0.2980
2.97844e-008,0.2971
2.98269e-008,0.3182
2.98693e-008,0.3357
2.99117e-008,0.3242
2.99541e-008,0.3025
2.99965e-008,0.2889
3.00390e-008,0.2926
3.00814e-008,0.2976
3.01238e-008,0.2977
3.01663e-008,0.2798
3.02087e-008,0.2514
3.02511e-008,0.2322
3.02935e-008,0.2211
3.03360e-008,0.2187
3.03784e-008,0.2228
3.04208e-008,0.3280
3.04632e-008,0.4914
3.05056e-008,0.6734
3.05481e-008,0.8576
3.05905e-008,0.9971
3.06329e-008,1.0783
3.06753e-008,1.1192
3.07178e-008,1.1468
3.07602e-008,1.1466
3.08026e-008,1.1380
3.08451e-008,1.1424
3.08875e-008,1.1541
3.09299e-008,1.1721
3.09723e-008,1.1809
3.10147e-008,1.1839
3.10572e-008,1.1829
3.10996e-008,1.1911
3.11420e-008,1.2096
3.11844e-008,1.2258
3.12269e-008,1.2429
3.12693e-008,1.2487
3.13117e-008,1.2360
3.13542e-008,1.1120
3.13966e-008,0.9056
3.14390e-008,0.7179
3.14814e-008,0.5452
3.15239e-008,0.4072
3.15663e-008,0.3255
3.16087e-008,0.3003
3.16511e-008,0.2955
3.16935e-008,0.3129
3.17360e-008,0.3347
3.17784e-008,0.3279
3.18208e-008,0.3067
3.18633e-008,0.2901
3.19057e-008,0.2911
3.19481e-008,0.2971
3.19905e-008,0.2984
3.20330e-008,0.2852
3.20754e-008,0.2563
3.21178e-008,0.2354
3.21602e-008,0.2224
3.22026e-008,0.2187
3.22451e-008,0.2219
3.22875e-008,0.3016
3.23299e-008,0.4597
3.23723e-008,0.6305
3.24148e-008,0.8261
3.24572e-008,0.9742
3.24996e-008,1.0664
3.25421e-008,1.1120
3.25845e-008,1.1430
3.26269e-008,1.1486
3.26693e-008,1.1388
3.27117e-008,1.1409
3.27542e-008,1.1510
3.27966e-008,1.1690
3.28390e-008,1.1800
3.28814e-008,1.1834
3.29239e-008,1.1833
3.29663e-008,1.1879
3.30087e-008,1.2063
3.30512e-008,1.2224
3.30936e-008,1.2402
3.31360e-008,1.2485
3.31784e-008,1.2427
3.32209e-008,1.1467
3.32633e-008,0.9441
3.33057e-008,0.7581
3.33481e-008,0.5751
3.33905e-008,0.4306
3.34330e-008,0.3363
3.34754e-008,0.3036
3.35178e-008,0.2950
3.35603e-008,0.3080
3.36027e-008,0.3321
3.36451e-008,0.3312
3.36875e-008,0.3111
3.37300e-008,0.2921
3.37724e-008,0.2898
3.38148e-008,0.2964
3.38572e-008,0.2985
3.38996e-008,0.2898
3.39421e-008,0.2617
3.39845e-008,0.2388
3.40269e-008,0.2242
3.40694e-008,0.2189
3.41118e-008,0.2205
3.41542e-008,0.2760
3.41966e-008,0.4275
3.42391e-008,0.5914
3.42815e-008,0.7936
3.43239e-008,0.9485
3.43663e-008,1.0536
3.44087e-008,1.1044
3.44512e-008,1.1382
3.44936e-008,1.1498
3.45360e-008,1.1401
3.45784e-008,1.1397
3.46209e-008,1.1482
3.46633e-008,1.1655
3.47057e-008,1.1788
3.47482e-008,1.1829
3.47906e-008,1.1837
3.48330e-008,1.1854
3.48754e-008,1.2028
3.49178e-008,1.2191
3.49603e-008,1.2370
3.50027e-008,1.2479
3.50451e-008,1.2473
3.50875e-008,1.1815
3.51300e-008,0.9846
3.51724e-008,0.7965
3.52148e-008,0.6058
3.52573e-008,0.4564
3.52997e-008,0.3487
3.53421e-008,0.3066
3.53845e-008,0.2955
3.54270e-008,0.3037
3.54694e-008,0.3284
3.55118e-008,0.3336
3.55542e-008,0.3155
3.55966e-008,0.2949
3.56391e-008,0.2889
3.56815e-008,0.2955
3.57239e-008,0.2984
3.57664e-008,0.2935
3.58088e-008,0.2674
3.58512e-008,0.2425
3.58936e-008,0.2264
3.59361e-008,0.2194
3.59785e-008,0.2190
3.60209e-008,0.2500
3.60633e-008,0.3950
3.61057e-008,0.5582
3.61482e-008,0.7584
3.61906e-008,0.9204
3.62330e-008,1.0386
3.62754e-008,1.0970
3.63179e-008,1.1324
3.63603e-008,1.1502
3.64027e-008,1.1419
3.64452e-008,1.1388
3.64876e-008,1.1460
3.65300e-008,1.1618
3.65724e-008,1.1772
3.66148e-008,1.1823
3.66573e-008,1.1841
3.66997e-008,1.1838
3.67421e-008,1.1990
3.67845e-008,1.2160
3.68270e-008,1.2335
3.68694e-008,1.2469
3.69118e-008,1.2483
3.69543e-008,1.2106
3.69967e-008,1.0271
3.70391e-008,0.8315
3.70815e-008,0.6391
3.71240e-008,0.4842
3.71664e-008,0.3645
3.72088e-008,0.3098
3.72512e-008,0.2966
3.72936e-008,0.3001
3.73361e-008,0.3239
3.73785e-008,0.3352
3.74209e-008,0.3197
3.74634e-008,0.2982
3.75058e-008,0.2885
3.75482e-008,0.2943
