.HEADER
..NAMES
Time,V U1.W24&W25
.DATA
4.19180e-008,-0.8554
4.19604e-008,-0.8999
4.20028e-008,-0.8960
4.20453e-008,-0.8643
4.20877e-008,-0.8099
4.21301e-008,-0.7929
4.21725e-008,-0.8231
4.22149e-008,-0.8739
4.22574e-008,-0.9062
4.22998e-008,-0.9094
4.23422e-008,-0.9015
4.23846e-008,-0.8945
4.24271e-008,-0.8995
4.24695e-008,-0.9426
4.25119e-008,-1.0021
4.25544e-008,-1.0319
4.25968e-008,-0.9995
4.26392e-008,-0.6746
4.26816e-008,-0.2785
4.27241e-008,0.1210
4.27665e-008,0.4531
4.28089e-008,0.6938
4.28513e-008,0.8470
4.28937e-008,0.9005
4.29362e-008,0.8986
4.29786e-008,0.8701
4.30210e-008,0.8153
4.30635e-008,0.7943
4.31059e-008,0.8225
4.31483e-008,0.8696
4.31907e-008,0.9052
4.32332e-008,0.9101
4.32756e-008,0.9022
4.33180e-008,0.8947
4.33604e-008,0.8983
4.34028e-008,0.9378
4.34453e-008,0.9981
4.34877e-008,1.0303
4.35301e-008,1.0124
