.HEADER
..NAMES
Time,V U1.W24&W25
.DATA
4.20007e-008,-0.9426
4.20432e-008,-1.0021
4.20856e-008,-1.0319
4.21280e-008,-0.9995
4.21704e-008,-0.6746
4.22129e-008,-0.2785
4.22553e-008,0.1210
4.22977e-008,0.4531
4.23402e-008,0.6938
4.23826e-008,0.8470
4.24250e-008,0.9005
4.24674e-008,0.8986
4.25098e-008,0.8701
4.25523e-008,0.8153
4.25947e-008,0.7943
4.26371e-008,0.8225
4.26795e-008,0.8696
4.27220e-008,0.9052
4.27644e-008,0.9101
4.28068e-008,0.9022
4.28493e-008,0.8947
4.28917e-008,0.8983
4.29341e-008,0.9378
4.29765e-008,0.9981
4.30190e-008,1.0303
4.30614e-008,1.0124
4.31038e-008,0.7158
4.31462e-008,0.3151
4.31886e-008,-0.0807
4.32311e-008,-0.4228
4.32735e-008,-0.6738
4.33159e-008,-0.8353
4.33584e-008,-0.8986
4.34008e-008,-0.8979
4.34432e-008,-0.8736
4.34856e-008,-0.8198
4.35281e-008,-0.7908
