.HEADER
..NAMES
Time,V U1.P25&R25
.DATA
4.02189e-008,-1.0132
4.02613e-008,-0.8854
4.03037e-008,-0.4870
4.03462e-008,-0.0905
4.03886e-008,0.2997
4.04310e-008,0.5393
4.04734e-008,0.6795
4.05159e-008,0.7773
4.05583e-008,0.7885
4.06007e-008,0.8006
4.06432e-008,0.8319
4.06856e-008,0.8327
4.07280e-008,0.8474
4.07704e-008,0.8750
4.08128e-008,0.8895
4.08553e-008,0.9014
4.08977e-008,0.8786
4.09401e-008,0.8545
4.09825e-008,0.8519
4.10250e-008,0.8560
4.10674e-008,0.8902
4.11098e-008,0.9539
4.11523e-008,1.0116
4.11947e-008,0.9185
4.12371e-008,0.5310
4.12795e-008,0.1324
4.13220e-008,-0.2682
4.13644e-008,-0.5230
4.14068e-008,-0.6675
4.14492e-008,-0.7677
4.14916e-008,-0.7809
4.15341e-008,-0.7940
4.15765e-008,-0.8312
4.16189e-008,-0.8389
4.16614e-008,-0.8489
4.17038e-008,-0.8742
4.17462e-008,-0.8862
4.17886e-008,-0.8982
4.18311e-008,-0.8808
4.18735e-008,-0.8565
4.19159e-008,-0.8523
4.19583e-008,-0.8541
4.20007e-008,-0.8843
4.20432e-008,-0.9474
4.20856e-008,-1.0079
4.21280e-008,-0.9483
4.21704e-008,-0.5719
4.22129e-008,-0.1688
4.22553e-008,0.2374
4.22977e-008,0.5038
4.23402e-008,0.6551
4.23826e-008,0.7665
4.24250e-008,0.7880
4.24674e-008,0.7967
4.25098e-008,0.8267
4.25523e-008,0.8340
4.25947e-008,0.8415
4.26371e-008,0.8709
4.26795e-008,0.8868
4.27220e-008,0.9008
4.27644e-008,0.8853
4.28068e-008,0.8570
4.28493e-008,0.8518
4.28917e-008,0.8540
4.29341e-008,0.8801
4.29765e-008,0.9410
4.30190e-008,1.0034
4.30614e-008,0.9757
4.31038e-008,0.6169
4.31462e-008,0.2080
4.31886e-008,-0.2013
4.32311e-008,-0.4839
4.32735e-008,-0.6429
4.33159e-008,-0.7567
4.33584e-008,-0.7810
4.34008e-008,-0.7898
